"HolderAddress","Balance","PendingBalanceUpdate"
"0x979637aee94446e28eaa3dc2d64dcfc36ccb9afd","7.04390088E+21","No"
"0x988a199f631dce65697f894e979734c6cc065083","3.9912839E+22","No"
"0x994bcd2481c03ab3657c9132eaf85d6f2ef85eb9","4.6904966E+22","No"
"0x9957bebb127b26ff3f215b8a0b56c4c842d780bf","2.362E+21","No"
"0x9a772e93e04714e3197c5584375ed50e672f0e8a","1E+18","No"
"0x9b4350fbf57922c7326839afb0f64f129da4465c","5.393E+22","No"
"0x9b8b82ec5db591d1b9e8e69cb043965b047fdfc3","1.23764E+21","No"
"0x9c80ab9b1b66f39efed321b186b9969ffb230b33","1.329135E+22","No"
"0x9d0b68d4c081a7297e2d662f03bbb9f32339eb34","3.04432E+21","No"
"0x9e08cb2f090d25b27ddc32b7cf2fd75bdf40d7c8","6.199335E+21","No"
"0x9e9b664bf725b3a48c521ad138d11ca7e1fc8f52","8.9919E+20","No"
"0x9f47a33de500d75ddf07571576ef0b0570e57639","3.84713E+21","No"
"0x9fd28576964041bd73ea68f2f09ee587c858d291","9.93071E+20","No"
"0xa0563d2b4f874f9ee0276f156373dc59e5750dd4","5.9241364E+22","No"
"0xa05e7bbaf4eaa7a5b73aa5f5f075b3ba659726b9","2.020277957E+22","No"
"0xa12bee32ff7cc68312cdee004fb0a02511a17fa2","4.34435E+21","No"
"0xa1db33739fc96dc2c69439ce6ce8b6f7988ec855","3.10556E+21","No"
"0xa31c150d74922d0d05452e4b8f67e9252a9b9ba0","2.41081E+21","No"
"0xa6c20f2c528bab703f96e2725cb8e2b8e3c26432","1.0259706E+22","No"
"0xa7e3a21a15627d65dbe2b763c5314ff18adbe0b8","5.02729E+21","No"
"0xa8420a80137210cc43ba3510f930024e3303875a","1.50764684E+21","No"
"0xa89f905c8939949805ddfe7e0867a346d581f9ef","2.5207494E+22","No"
"0xa94efd84d0e30c327119460d6f028d2ea91b654d","1.30113E+21","No"
"0xaa02e8853c910871290d7ae2c505047b9ee1d2aa","7.3147E+21","No"
"0xab61727cd7f1ae39d999a87e043d92f0b30de9e6","1.81022E+21","No"
"0xac6368686150292c881a53f2c93282f4fab97a4c","1.7297829E+22","No"
"0xac83c3450f757c058a5e70e54a6267922a595ef7","1.0218554988E+23","No"
"0xad456c123ef612eff6bef22921812fd5c9508366","2.15184E+21","No"
"0xaef0c9e05c14750cd5c7d87b81b59ccc4ef5aadb","7.83209212E+21","No"
"0xb3c44bb7d11776a4710c9a41126ed18678a2933f","9.4441E+20","No"
"0xb66f3b2d4c7d9357e83208d9e8796e9fe118ee38","2E+22","No"
"0xb6ad7b652abafac837346a7a25ae24159e8222ea","1E+21","No"
"0xb76b6655b5a9c650bb6879eb90fb59b7bd33d181","4.32935E+21","No"
"0xb849b57c0cb08c6553171c501f59c3a3309c4974","1.25314E+21","No"
"0xb89dbd68464ed07e89766ad7e43165c3599e4de8","1.157875E+22","No"
"0xb915b7b435dd527c59c3a16558a3418eebe9236f","2.46844E+21","No"
"0xba117ec6361a05ba18e5acd33558052528033993","1.757991E+21","No"
"0xba9a10f2b0eaa1113c599969b34bf0022a46f2c7","4.671729E+22","No"
"0xbafc4696a29ed4511b76d0e98d930378ed468c02","1.3884599E+23","No"
"0xbba665067c62ca3e3a5d68e58f699606d0d342a5","2.06405E+21","No"
"0xbc8c08bca30115ab64d9a5c1e66362bed568c27c","4.42E+21","No"
"0xbd7ef407d8346f898ccbb9d6c49d3ca310a9bc40","3.0758617E+22","No"
"0xc09ed71af8e34aec95cf594001d353889d6c55ee","2.29679999E+21","No"
"0xc21098a8bde0966a79ba574b8db73863da13a818","9.3815E+20","No"
"0xc26604cdbbb3f2e093eec06cc12118a28e6270f1","6.021332E+21","No"
"0xc3bcfcfb99c881a2eb7ceb47982c5ed6b350b1d5","1.5E+23","No"
