"HolderAddress","Balance","PendingBalanceUpdate"
"0xc3bcfcfb99c881a2eb7ceb47982c5ed6b350b1d5","3.5E+23","No"
"0xc61f7b5c7c9092d9bce3546e7e7f643466ef39df","5.248117E+21","No"
"0xc9931a6112ddb6a7ed4d6f7c15361e4b1d36e302","2.364738E+22","No"
"0xca4b2c6cf5b01d6c945b4aa55628cbfea59e65c8","2.06547E+23","No"
"0xce3b339be3962f5f9f093e416653e475dd931be2","9.094227E+21","No"
"0xce771f0f6e187ae28f86e66817475588aae568ec","2.45565066E+23","No"
"0xcefabd5974d0c957060d134d5a9f2ba362cf1aaf","1.818085E+22","No"
"0xcf6a411865a20f2b29cec43091942e24dd699e37","1.0645717E+22","No"
"0xd2131cbfeb0c902c929d58e5bc39bbef87407a3f","1.983E+22","No"
"0xd2f479a79a85ade26ba9d034a2d651d0fd4ff8ab","2.127721218E+22","No"
"0xd4ee4ad59e8a8ebff7895f7f116a775d7874f58f","3.186023028E+22","No"
"0xd7c109283921488b53157378a411c783ee807ef5","3.764664E+21","No"
"0xdaa764ae3c7014912f0c6884f95927985499be4e","4.49913352E+21","No"
"0xe1b8a4d858aa371c6e307e3a57c0a4c486a13f59","2.3667724E+22","No"
"0xeab514cfd3c033ef85efe44e282bebbcb8544945","8.9624094E+20","No"
"0xee2e4c46be875a1fd3810d8762c74d215f398f1a","2.08301E+21","No"
"0xf177fda1fa68d71231d5e64783320ddd6f407182","8.262151E+21","No"
"0xf1e8c709754ddf2ed4a489aa94545efcd6418232","1.63915E+21","No"
"0xf24432be80fa9501289dfbd84fe6144dffb2dac7","1.7822313E+22","No"
"0xf2b3e9d704fad844a3a95377a0a6cc997f25d837","3.311894E+21","No"
"0xf7fba8a566df2cbc5ab0e46ed7b1d213fa07b7e8","2.75E+22","No"
"0xfafaff78c67d91471510e38ba2bb655e20b477cd","9.310987E+21","No"
"0xfd3bb19d548b9248c5691fcad7c2f82c57f8f21c","1.2005003E+22","No"
"0xfee0d8c955977bdf26fc28116c3844f913e798e4","9.76188E+21","No"
